,movieid,moviename,genres
7211,22798,Whip It,18
7212,7501,Knockaround Guys,80
7213,7501,Knockaround Guys,53
7214,10743,Confidence,28
7215,10743,Confidence,35
7216,10743,Confidence,53
7217,10743,Confidence,80
7218,37718,The Muse,14
7219,37718,The Muse,35
7220,15237,De-Lovely,18
7221,15237,De-Lovely,10402
7222,9686,New York Stories,35
7223,9686,New York Stories,18
7224,9686,New York Stories,10749
7225,17644,Barney's Great Adventure,10751
7226,97430,The Man with the Iron Fists,28
7227,12257,Home Fries,18
7228,12257,Home Fries,35
7229,12257,Home Fries,10749
7230,13539,Here On Earth,10749
7231,68,Brazil,35
7232,68,Brazil,878
7233,14024,Raise Your Voice,10402
7234,14024,Raise Your Voice,18
7235,14024,Raise Your Voice,10749
7236,115,The Big Lebowski,35
7237,115,The Big Lebowski,80
7238,7874,Black Snake Moan,18
7239,4911,Dark Blue,28
7240,4911,Dark Blue,80
7241,4911,Dark Blue,18
7242,4911,Dark Blue,53
7243,1988,A Mighty Heart,18
7244,1988,A Mighty Heart,53
7245,16222,Whatever It Takes,18
7246,16222,Whatever It Takes,35
7247,16222,Whatever It Takes,10749
7248,9557,Boat Trip,35
7249,9026,The Importance of Being Earnest,35
7250,9026,The Importance of Being Earnest,18
7251,9026,The Importance of Being Earnest,36
7252,9026,The Importance of Being Earnest,10749
7253,57943,The Love Letter,35
7254,57943,The Love Letter,18
7255,57943,The Love Letter,14
7256,57943,The Love Letter,10749
7257,18276,Hoot,18
7258,18276,Hoot,10751
7259,8321,In Bruges,35
7260,8321,In Bruges,18
7261,8321,In Bruges,80
7262,72359,Peeples,35
7263,10186,The Rocker,35
7264,10186,The Rocker,10402
7265,25704,Post Grad,35
7266,133694,Promised Land,18
7267,19265,Whatever Works,35
7268,19265,Whatever Works,10749
7269,36047,The In Crowd,53
7270,8053,The Three Burials of Melquiades Estrada,12
7271,8053,The Three Burials of Melquiades Estrada,80
7272,8053,The Three Burials of Melquiades Estrada,18
7273,8053,The Three Burials of Melquiades Estrada,9648
7274,8053,The Three Burials of Melquiades Estrada,37
7275,2290,Jakob the Liar,35
7276,2290,Jakob the Liar,18
7277,2290,Jakob the Liar,36
7278,5236,Kiss Kiss Bang Bang,28
7279,5236,Kiss Kiss Bang Bang,35
7280,5236,Kiss Kiss Bang Bang,80
7281,5236,Kiss Kiss Bang Bang,9648
7282,6552,Idle Hands,53
7283,6552,Idle Hands,35
7284,6552,Idle Hands,27
7285,1018,Mulholland Drive,53
7286,1018,Mulholland Drive,18
7287,1018,Mulholland Drive,9648
7288,10075,Blood and Chocolate,18
7289,10075,Blood and Chocolate,14
7290,10075,Blood and Chocolate,27
7291,10075,Blood and Chocolate,10749
7292,38031,You Will Meet a Tall Dark Stranger,35
7293,38031,You Will Meet a Tall Dark Stranger,18
7294,38031,You Will Meet a Tall Dark Stranger,10749
7295,42188,Never Let Me Go,18
7296,42188,Never Let Me Go,10749
7297,42188,Never Let Me Go,878
7298,112430,The Company,18
7299,6687,Transsiberian,53
7300,6687,Transsiberian,80
7301,6687,Transsiberian,9648
7302,13853,The Clan of the Cave Bear,12
7303,13853,The Clan of the Cave Bear,18
7304,31306,Crazy in Alabama,35
7305,31306,Crazy in Alabama,18
7306,8461,Funny Games,27
7307,8461,Funny Games,53
7308,8461,Funny Games,80
7309,331592,Listening,18
7310,331592,Listening,53
7311,331592,Listening,878
7312,47692,Felicia's Journey,18
7313,19,Metropolis,18
7314,19,Metropolis,878
7315,10045,District B13,28
7316,10045,District B13,53
7317,10045,District B13,878
7318,400,Things to Do in Denver When You're Dead,18
7319,400,Things to Do in Denver When You're Dead,80
7320,253450,The Assassin,28
7321,253450,The Assassin,18
7322,253450,The Assassin,36
7323,9104,Buffalo Soldiers,18
7324,9104,Buffalo Soldiers,35
7325,9104,Buffalo Soldiers,10752
7326,9104,Buffalo Soldiers,80
7327,9104,Buffalo Soldiers,53
7328,11190,The Return,53
7329,11190,The Return,18
7330,11190,The Return,9648
7331,16353,Ong Bak 2,12
7332,16353,Ong Bak 2,28
7333,16353,Ong Bak 2,53
7334,23759,Centurion,12
7335,23759,Centurion,28
7336,23759,Centurion,18
7337,24206,Silent Trigger,18
7338,24206,Silent Trigger,28
7339,24206,Silent Trigger,53
7340,10185,The Midnight Meat Train,9648
7341,10185,The Midnight Meat Train,18
7342,10185,The Midnight Meat Train,80
7343,10185,The Midnight Meat Train,53
7344,10185,The Midnight Meat Train,27
7345,75033,Winnie Mandela,18
7346,74536,The Son of No One,18
7347,74536,The Son of No One,53
7348,74536,The Son of No One,80
7349,31668,All The Queen's Men,28
7350,31668,All The Queen's Men,35
7351,31668,All The Queen's Men,18
7352,31668,All The Queen's Men,36
7353,13501,The Good Night,35
7354,13501,The Good Night,18
7355,13501,The Good Night,10749
7356,13501,The Good Night,14
7357,13501,The Good Night,10402
7358,15208,Bathory: Countess of Blood,18
7359,15208,Bathory: Countess of Blood,14
7360,172391,Khumba,16
7361,172391,Khumba,12
7362,172391,Khumba,10751
7363,262543,Automata,53
7364,262543,Automata,878
7365,9288,Dungeons & Dragons: Wrath of the Dragon God,28
7366,9288,Dungeons & Dragons: Wrath of the Dragon God,12
7367,9288,Dungeons & Dragons: Wrath of the Dragon God,14
7368,370980,Chiamatemi Francesco - Il Papa della gente,18
7369,20083,Shinjuku Incident,18
7370,20083,Shinjuku Incident,28
7371,20083,Shinjuku Incident,53
7372,20083,Shinjuku Incident,80
7373,40880,Pandaemonium,18
7374,40880,Pandaemonium,10769
7375,137,Groundhog Day,10749
7376,137,Groundhog Day,14
7377,137,Groundhog Day,18
7378,137,Groundhog Day,35
7379,264999,Magic Mike XXL,35
7380,264999,Magic Mike XXL,18
7381,264999,Magic Mike XXL,10402
7382,454,Romeo + Juliet,18
7383,454,Romeo + Juliet,10749
7384,53457,Sarah's Key,18
7385,53457,Sarah's Key,10752
7386,288980,Freedom,18
7387,33,Unforgiven,37
7388,1951,Manderlay,18
7389,12405,Slumdog Millionaire,18
7390,12405,Slumdog Millionaire,10749
7391,10998,Fatal Attraction,18
7392,10998,Fatal Attraction,10749
7393,10998,Fatal Attraction,53
7394,114,Pretty Woman,10749
7395,114,Pretty Woman,35
7396,9396,Crocodile Dundee II,12
7397,9396,Crocodile Dundee II,35
7398,319910,Broken Horses,53
7399,319910,Broken Horses,9648
7400,319910,Broken Horses,18
7401,319910,Broken Horses,80
7402,2604,Born on the Fourth of July,18
7403,2604,Born on the Fourth of July,10752
7404,864,Cool Runnings,35
7405,14435,My Bloody Valentine,9648
7406,14435,My Bloody Valentine,27
7407,1931,Stomp the Yard,18
7408,1931,Stomp the Yard,10402
7409,691,The Spy Who Loved Me,12
7410,691,The Spy Who Loved Me,28
7411,691,The Spy Who Loved Me,53
7412,9877,Urban Legend,27
7413,9877,Urban Legend,53
7414,62008,Good Deeds,35
7415,62008,Good Deeds,18
7416,62008,Good Deeds,10749
7417,12227,White Fang,28
7418,12227,White Fang,12
7419,12227,White Fang,18
7420,12227,White Fang,10751
7421,13824,Superstar,35
7422,13824,Superstar,10751
7423,71688,The Iron Lady,36
7424,71688,The Iron Lady,18
7425,15173,Jonah: A VeggieTales Movie,28
7426,15173,Jonah: A VeggieTales Movie,12
7427,15173,Jonah: A VeggieTales Movie,16
7428,15173,Jonah: A VeggieTales Movie,35
7429,15173,Jonah: A VeggieTales Movie,10751
7430,15173,Jonah: A VeggieTales Movie,14
7431,15173,Jonah: A VeggieTales Movie,10749
7432,8291,Poetic Justice,18
7433,8291,Poetic Justice,10749
7434,13950,All About the Benjamins,28
7435,13950,All About the Benjamins,12
7436,13950,All About the Benjamins,35
7437,12158,Vampire in Brooklyn,35
7438,12158,Vampire in Brooklyn,27
7439,12158,Vampire in Brooklyn,10749
7440,11586,Exorcist II: The Heretic,27
7441,11586,Exorcist II: The Heretic,53
7442,11586,Exorcist II: The Heretic,14
7443,10008,An American Haunting,27
7444,10008,An American Haunting,53
7445,2830,My Boss's Daughter,35
7446,2830,My Boss's Daughter,10749
7447,12403,A Perfect Getaway,53
7448,12403,A Perfect Getaway,9648
7449,12403,A Perfect Getaway,12
7450,34563,Our Family Wedding,35
7451,14557,Dead Man on Campus,35
7452,10368,Tea with Mussolini,35
7453,10368,Tea with Mussolini,18
7454,10368,Tea with Mussolini,10752
7455,10280,Thinner,27
7456,10280,Thinner,53
7457,12637,"New York, New York",18
7458,12637,"New York, New York",10402
7459,12637,"New York, New York",10749
7460,34152,Crooklyn,35
7461,34152,Crooklyn,18
7462,14434,I Think I Love My Wife,35
7463,14434,I Think I Love My Wife,10749
7464,11470,Jason X,27
7465,11470,Jason X,878
7466,10741,Bobby,36
7467,10741,Bobby,18
7468,24940,Head Over Heels,35
7469,24940,Head Over Heels,10749
7470,82679,Fun Size,35
7471,2013,The Diving Bell and the Butterfly,18
7472,1440,Little Children,10749
7473,1440,Little Children,18
7474,18041,Gossip,18
7475,18041,Gossip,9648
7476,18041,Gossip,53
7477,28029,A Walk on the Moon,18
7478,28029,A Walk on the Moon,10749
7479,1123,Catch a Fire,28
7480,1123,Catch a Fire,18
7481,1123,Catch a Fire,53
7482,14033,Soul Survivors,27
7483,14033,Soul Survivors,9648
7484,14033,Soul Survivors,53
7485,87729,Jefferson in Paris,18
7486,87729,Jefferson in Paris,10749
7487,16899,Easy Virtue,35
7488,16899,Easy Virtue,10749
7489,41317,Caravans,28
7490,41317,Caravans,12
7491,41317,Caravans,18
7492,41317,Caravans,10749
7493,245700,Mr. Turner,36
7494,245700,Mr. Turner,18
7495,37842,Wild Grass,18
7496,37842,Wild Grass,10749
7497,9045,Amen.,18
7498,9045,Amen.,36
7499,44092,Reign of Assassins,36
7500,44092,Reign of Assassins,28
7501,16005,The Lucky Ones,35
7502,16005,The Lucky Ones,18
7503,16005,The Lucky Ones,36
7504,44754,Margaret,18
7505,23988,Stan Helsing,35
7506,23988,Stan Helsing,27
7507,43949,Flipped,10749
7508,43949,Flipped,18
7509,142,Brokeback Mountain,18
7510,142,Brokeback Mountain,10749
7511,9603,Clueless,35
7512,9603,Clueless,18
7513,9603,Clueless,10749
7514,10712,Far from Heaven,18
7515,10712,Far from Heaven,10749
7516,243938,Hot Tub Time Machine 2,35
7517,10876,Quills,18
7518,86838,Seven Psychopaths,35
7519,86838,Seven Psychopaths,80
7520,25208,The Caveman's Valentine,18
7521,25208,The Caveman's Valentine,9648
7522,25208,The Caveman's Valentine,53
7523,613,Downfall,18
7524,613,Downfall,36
7525,613,Downfall,10752
7526,1913,The Sea Inside,18
7527,97370,Under the Skin,53
7528,97370,Under the Skin,878
7529,97370,Under the Skin,18
7530,801,"Good Morning, Vietnam",35
7531,801,"Good Morning, Vietnam",18
7532,801,"Good Morning, Vietnam",10752
7533,70829,The Last Godfather,28
7534,70829,The Last Godfather,35
7535,70829,The Last Godfather,53
7536,54518,Justin Bieber: Never Say Never,99
7537,54518,Justin Bieber: Never Say Never,10402
7538,54518,Justin Bieber: Never Say Never,10751
7539,44214,Black Swan,18
7540,44214,Black Swan,53
7541,240,The Godfather: Part II,18
7542,240,The Godfather: Part II,80
7543,9816,Save the Last Dance,18
7544,9816,Save the Last Dance,10751
7545,9816,Save the Last Dance,10749
7546,9816,Save the Last Dance,10402
7547,10131,A Nightmare on Elm Street 4: The Dream Master,27
7548,10131,A Nightmare on Elm Street 4: The Dream Master,53
7549,339984,Miracles from Heaven,18
7550,8859,"Dude, Where’s My Car?",35
7551,11967,Young Guns,80
7552,11967,Young Guns,28
7553,11967,Young Guns,12
7554,11967,Young Guns,18
7555,11967,Young Guns,37
7556,239563,St. Vincent,35
7557,222899,About Last Night,35
7558,222899,About Last Night,10749
7559,4951,10 Things I Hate About You,35
7560,4951,10 Things I Hate About You,10749
7561,4951,10 Things I Hate About You,18
7562,10985,The New Guy,35
7563,10985,The New Guy,10751
7564,9644,National Lampoon's Loaded Weapon 1,35
7565,332567,The Shallows,27
7566,332567,The Shallows,18
7567,332567,The Shallows,53
7568,1954,The Butterfly Effect,878
7569,1954,The Butterfly Effect,53
7570,15489,Snow Day,35
7571,15489,Snow Day,10751
7572,15250,This Christmas,35
7573,15250,This Christmas,18
7574,22345,Baby Geniuses,878
7575,22345,Baby Geniuses,35
7576,22345,Baby Geniuses,10751
7577,9448,The Big Hit,28
7578,9448,The Big Hit,12
7579,9448,The Big Hit,35
7580,9448,The Big Hit,53
7581,38223,Harriet the Spy,35
7582,38223,Harriet the Spy,18
7583,38223,Harriet the Spy,10751
7584,11186,Child's Play 2,18
7585,11186,Child's Play 2,27
7586,136835,No Good Deed,80
7587,136835,No Good Deed,53
7588,5876,The Mist,878
7589,5876,The Mist,27
7590,5876,The Mist,53
7591,264660,Ex Machina,18
7592,264660,Ex Machina,878
7593,492,Being John Malkovich,14
7594,492,Being John Malkovich,18
7595,492,Being John Malkovich,35
7596,25462,Two Can Play That Game,35
7597,25462,Two Can Play That Game,10749
7598,238603,Earth to Echo,10751
7599,238603,Earth to Echo,12
7600,238603,Earth to Echo,878
7601,10691,Crazy/Beautiful,18
7602,10691,Crazy/Beautiful,10749
7603,1251,Letters from Iwo Jima,28
7604,1251,Letters from Iwo Jima,12
7605,1251,Letters from Iwo Jima,18
7606,1251,Letters from Iwo Jima,10752
7607,5172,The Astronaut Farmer,12
7608,5172,The Astronaut Farmer,35
7609,5172,The Astronaut Farmer,18
7610,5172,The Astronaut Farmer,878
7611,58680,Woo,35
7612,58680,Woo,10749
7613,264644,Room,18
7614,264644,Room,53
7615,14577,Dirty Work,35
7616,11592,Serial Mom,35
7617,11592,Serial Mom,80
7618,11592,Serial Mom,27
7619,11592,Serial Mom,53
7620,16406,Dick,35
7621,19052,Light It Up,18
7622,19052,Light It Up,53
7623,3682,54,10402
7624,3682,54,18
7625,9683,Bubble Boy,12
7626,9683,Bubble Boy,35
7627,9683,Bubble Boy,18
7628,9683,Bubble Boy,10749
7629,2084,Birthday Girl,35
7630,2084,Birthday Girl,80
7631,2084,Birthday Girl,53
7632,107811,21 & Over,35
7633,2266,"Paris, je t'aime",18
7634,2266,"Paris, je t'aime",10749
7635,13074,Resurrecting the Champ,18
7636,144340,Admission,35
7637,144340,Admission,18
7638,144340,Admission,10749
7639,48217,The Widow of Saint-Pierre,10749
7640,48217,The Widow of Saint-Pierre,18
7641,28211,Chloe,18
7642,28211,Chloe,53
7643,28211,Chloe,9648
7644,47502,Faithful,35
7645,47502,Faithful,80
7646,47502,Faithful,18
7647,9950,Find Me Guilty,18
7648,9950,Find Me Guilty,28
7649,9950,Find Me Guilty,35
7650,9950,Find Me Guilty,80
7651,84892,The Perks of Being a Wallflower,18
7652,84892,The Perks of Being a Wallflower,10749
7653,24227,Excessive Force,28
7654,9672,Infamous,18
7655,44853,The Claim,18
7656,44853,The Claim,10749
7657,44853,The Claim,37
7658,157544,The Vatican Tapes,53
7659,157544,The Vatican Tapes,27
7660,59678,Attack the Block,28
7661,59678,Attack the Block,35
7662,59678,Attack the Block,878
7663,79777,In the Land of Blood and Honey,18
7664,79777,In the Land of Blood and Honey,10749
7665,79777,In the Land of Blood and Honey,10752
7666,158011,The Call,80
7667,158011,The Call,53
7668,407887,Operation Chromite,36
7669,407887,Operation Chromite,18
7670,407887,Operation Chromite,10752
7671,407887,Operation Chromite,28
7672,17043,The Crocodile Hunter: Collision Course,10751
7673,17043,The Crocodile Hunter: Collision Course,28
7674,17043,The Crocodile Hunter: Collision Course,12
7675,8952,I Love You Phillip Morris,35
7676,8952,I Love You Phillip Morris,18
7677,8952,I Love You Phillip Morris,10749
7678,62204,Quest for Fire,12
7679,62204,Quest for Fire,18
7680,13435,Antwone Fisher,18
7681,13435,Antwone Fisher,10749
7682,17187,The Emperor's Club,18
7683,17187,The Emperor's Club,10749
7684,319,True Romance,28
7685,319,True Romance,53
7686,319,True Romance,80
7687,319,True Romance,10749
7688,59457,Womb,10749
7689,59457,Womb,878
7690,9504,Glengarry Glen Ross,80
7691,9504,Glengarry Glen Ross,18
7692,9504,Glengarry Glen Ross,9648
7693,37414,The Killer Inside Me,80
7694,37414,The Killer Inside Me,18
7695,37414,The Killer Inside Me,53
7696,6217,Cat People,18
7697,6217,Cat People,14
7698,6217,Cat People,27
7699,6217,Cat People,53
7700,26688,Sorority Row,27
7701,26688,Sorority Row,9648
7702,26688,Sorority Row,53
7703,43867,The Prisoner of Zenda,12
7704,43867,The Prisoner of Zenda,18
7705,43867,The Prisoner of Zenda,10749
7706,6615,Lars and the Real Girl,35
7707,6615,Lars and the Real Girl,10749
7708,6615,Lars and the Real Girl,18
7709,14574,The Boy in the Striped Pyjamas,10752
7710,14574,The Boy in the Striped Pyjamas,18
7711,16,Dancer in the Dark,18
7712,16,Dancer in the Dark,80
7713,16,Dancer in the Dark,10402
7714,39780,Oscar and Lucinda,18
7715,39780,Oscar and Lucinda,10749
7716,21612,The Funeral,80
7717,21612,The Funeral,18
7718,36691,Solitary Man,35
7719,36691,Solitary Man,18
7720,36691,Solitary Man,10749
7721,23631,Machete,28
7722,23631,Machete,35
7723,23631,Machete,53
7724,45324,Casino Jack,80
7725,45324,Casino Jack,35
7726,45324,Casino Jack,18
7727,12144,The Land Before Time,16
7728,12144,The Land Before Time,12
7729,12144,The Land Before Time,10751
7730,11658,Tae Guk Gi: The Brotherhood of War,28
7731,11658,Tae Guk Gi: The Brotherhood of War,12
7732,11658,Tae Guk Gi: The Brotherhood of War,18
7733,11658,Tae Guk Gi: The Brotherhood of War,36
7734,11658,Tae Guk Gi: The Brotherhood of War,10752
7735,56601,The Perfect Game,18
7736,56601,The Perfect Game,10751
7737,9552,The Exorcist,18
7738,9552,The Exorcist,27
7739,9552,The Exorcist,53
7740,578,Jaws,27
7741,578,Jaws,53
7742,578,Jaws,12
7743,2105,American Pie,35
7744,2105,American Pie,10749
7745,126319,Ernest & Celestine,16
7746,126319,Ernest & Celestine,35
7747,126319,Ernest & Celestine,18
7748,126319,Ernest & Celestine,10751
7749,10136,The Golden Child,28
7750,10136,The Golden Child,12
7751,10136,The Golden Child,35
7752,67660,Think Like a Man,35
7753,67660,Think Like a Man,10749
7754,10611,Barbershop,35
7755,10611,Barbershop,18
7756,154,Star Trek II: The Wrath of Khan,28
7757,154,Star Trek II: The Wrath of Khan,12
7758,154,Star Trek II: The Wrath of Khan,878
7759,154,Star Trek II: The Wrath of Khan,53
7760,3049,Ace Ventura: Pet Detective,35
7761,3049,Ace Ventura: Pet Detective,9648
7762,860,WarGames,53
7763,860,WarGames,878
7764,9281,Witness,80
7765,9281,Witness,18
7766,9281,Witness,10749
7767,9281,Witness,53
7768,75674,Act of Valor,28
7769,75674,Act of Valor,53
7770,75674,Act of Valor,10752
7771,9762,Step Up,10402
7772,9762,Step Up,18
7773,9762,Step Up,10749
7774,9762,Step Up,80
7775,3179,Beavis and Butt-Head Do America,16
7776,3179,Beavis and Butt-Head Do America,35
7777,184,Jackie Brown,35
7778,184,Jackie Brown,80
7779,184,Jackie Brown,10749
7780,13335,Harold & Kumar Escape from Guantanamo Bay,35
7781,13335,Harold & Kumar Escape from Guantanamo Bay,12
7782,76726,Chronicle,878
7783,76726,Chronicle,18
7784,76726,Chronicle,53
7785,10269,Yentl,10402
7786,10269,Yentl,18
7787,10269,Yentl,10749
7788,36819,Time Bandits,10751
7789,36819,Time Bandits,14
7790,36819,Time Bandits,878
7791,36819,Time Bandits,12
7792,36819,Time Bandits,35
7793,17130,Crossroads,28
7794,17130,Crossroads,12
7795,17130,Crossroads,35
7796,17130,Crossroads,18
7797,17130,Crossroads,10751
7798,17130,Crossroads,10402
7799,17130,Crossroads,10749
7800,57214,Project X,35
7801,57214,Project X,80
7802,11202,Patton,18
7803,11202,Patton,36
7804,11202,Patton,10752
7805,9357,One Hour Photo,27
7806,9357,One Hour Photo,53
7807,13812,Quarantine,27
7808,13812,Quarantine,878
7809,13812,Quarantine,53
7810,9030,The Eye,18
7811,9030,The Eye,27
7812,9030,The Eye,53
7813,19084,Johnson Family Vacation,35
7814,19084,Johnson Family Vacation,10751
7815,8386,How High,35
7816,10437,The Muppet Christmas Carol,35
7817,10437,The Muppet Christmas Carol,10751
7818,10437,The Muppet Christmas Carol,14
7819,10437,The Muppet Christmas Carol,18
7820,1360,Frida,18
7821,1360,Frida,10749
7822,101267,Katy Perry: Part of Me,99
7823,101267,Katy Perry: Part of Me,10402
7824,222935,The Fault in Our Stars,10749
7825,222935,The Fault in Our Stars,18
7826,10220,Rounders,18
7827,10220,Rounders,80
7828,284296,Top Five,18
7829,284296,Top Five,35
7830,31915,Prophecy,27
7831,31915,Prophecy,878
7832,11601,Stir of Echoes,27
7833,11601,Stir of Echoes,9648
7834,11601,Stir of Echoes,53
7835,205220,Philomena,18
7836,11354,The Upside of Anger,35
