,g_name,g_id,votecount
10850,Thriller,53,27
10851,Action,28,37
10852,Adventure,12,37
10853,Drama,18,37
10854,Comedy,35,50
10855,Crime,80,50
10856,Comedy,35,45
10857,Comedy,35,8
10858,Fantasy,14,8
10859,Music,10402,8
10860,Comedy,35,36
10861,Drama,18,36
10862,Mystery,9648,12
10863,Horror,27,12
10864,History,36,12
10865,Comedy,35,46
10866,Drama,18,46
10867,Comedy,35,24
10868,Music,10402,24
10869,Documentary,99,10
10870,Action,28,8
10871,Adventure,12,8
10872,History,36,8
10873,Western,37,8
10874,Science Fiction,878,35
10875,Comedy,35,35
10876,Thriller,53,24
10877,Mystery,9648,24
10878,Horror,27,24
10879,Drama,18,24
10880,Thriller,53,19
10881,Crime,80,59
10882,Drama,18,59
10883,Fantasy,14,24
10884,Drama,18,24
10885,Science Fiction,878,24
10886,Thriller,53,49
10887,Action,28,49
10888,Drama,18,827
10889,Thriller,53,827
10890,Mystery,9648,827
10891,Drama,18,443
10892,Comedy,35,443
10893,Romance,10749,443
10894,Documentary,99,55
10895,Drama,18,55
10896,History,36,55
10897,Drama,18,12
10898,Drama,18,10
10899,Music,10402,10
10900,Thriller,53,275
10901,Documentary,99,275
10902,Crime,80,275
10903,History,36,275
10904,Drama,18,27
10905,Thriller,53,27
10906,Drama,18,21
10907,Horror,27,328
10908,Drama,18,328
10909,Thriller,53,328
10910,Drama,18,244
10911,Drama,18,281
10912,Drama,18,1442
10913,Comedy,35,1442
10914,War,10752,1442
10915,Drama,18,36
10916,Romance,10749,36
10917,Drama,18,403
10918,Fantasy,14,403
10919,Action,28,215
10920,Science Fiction,878,215
10921,Drama,18,9
10922,Music,10402,9
10923,Drama,18,14
10924,Thriller,53,14
10925,Comedy,35,5
10926,Romance,10749,5
10927,Comedy,35,88
10928,Documentary,99,88
10929,Comedy,35,12
10930,Adventure,12,9
10931,Drama,18,9
10932,Foreign,10769,9
10933,Western,37,192
10934,Crime,80,17
10935,Drama,18,17
10936,Horror,27,33
10937,Thriller,53,33
10938,Thriller,53,0
10939,Comedy,35,0
10940,Horror,27,0
10941,Action,28,22
10942,Science Fiction,878,22
10943,Comedy,35,4
10944,Romance,10749,4
10945,Action,28,664
10946,Drama,18,664
10947,Thriller,53,664
10948,Drama,18,152
10949,Horror,27,152
10950,Thriller,53,152
10951,Romance,10749,152
10952,Adventure,12,19
10953,Family,10751,19
10954,Drama,18,28
10955,Action,28,236
10956,Science Fiction,878,236
10957,Drama,18,89
10958,Thriller,53,89
10959,Thriller,53,519
10960,Crime,80,519
10961,Horror,27,519
10962,Comedy,35,39
10963,Crime,80,39
10964,Drama,18,59
10965,Thriller,53,59
10966,Romance,10749,59
10967,Drama,18,221
10968,Romance,10749,221
10969,Drama,18,7
10970,Romance,10749,7
10971,Comedy,35,79
10972,Romance,10749,79
10973,War,10752,133
10974,Drama,18,133
10975,Romance,10749,133
10976,Western,37,61
10977,Drama,18,24
10978,Music,10402,24
10979,Comedy,35,3
10980,Drama,18,3
10981,Drama,18,4
10982,Crime,80,4
10983,Thriller,53,4
10984,Drama,18,52
10985,Comedy,35,52
10986,Romance,10749,52
10987,Thriller,53,55
10988,Horror,27,55
10989,Drama,18,20
10990,Romance,10749,20
10991,Crime,80,372
10992,Drama,18,372
10993,Mystery,9648,372
10994,Romance,10749,0
10995,Crime,80,32
10996,Drama,18,32
10997,Romance,10749,32
10998,Drama,18,2
10999,Mystery,9648,2
11000,Horror,27,111
11001,Comedy,35,129
11002,Action,28,363
11003,Comedy,35,241
11004,Drama,18,241
11005,Drama,18,279
11006,Crime,80,279
11007,Comedy,35,226
11008,Drama,18,226
11009,Comedy,35,48
11010,Action,28,99
11011,Drama,18,99
11012,Drama,18,160
11013,Mystery,9648,160
11014,Thriller,53,160
11015,Drama,18,64
11016,Mystery,9648,64
11017,Romance,10749,166
11018,Comedy,35,166
11019,Crime,80,166
11020,Drama,18,166
11021,Horror,27,1737
11022,Thriller,53,1737
11023,Comedy,35,144
11024,Crime,80,144
11025,Science Fiction,878,144
11026,Thriller,53,144
11027,Crime,80,153
11028,Drama,18,153
11029,Thriller,53,153
11030,Documentary,99,39
11031,Drama,18,43
11032,Comedy,35,342
11033,Romance,10749,342
11034,Action,28,111
11035,Crime,80,111
11036,Drama,18,111
11037,Thriller,53,111
11038,Drama,18,151
11039,Drama,18,48
11040,Romance,10749,48
11041,Thriller,53,1
11042,Action,28,1
11043,Horror,27,1
11044,Horror,27,251
11045,Mystery,9648,251
11046,Comedy,35,12
11047,Romance,10749,12
11048,Drama,18,3
11049,Comedy,35,159
11050,Horror,27,159
11051,Drama,18,856
11052,Comedy,35,856
11053,Drama,18,9
11054,Family,10751,9
11055,Comedy,35,9
11056,Comedy,35,107
11057,Horror,27,107
11058,Comedy,35,1
11059,Comedy,35,8
11060,Drama,18,2
11061,Romance,10749,2
11062,Drama,18,2
11063,History,36,2
11064,War,10752,2
11065,Horror,27,183
11066,Mystery,9648,183
11067,Science Fiction,878,183
11068,Drama,18,16
11069,Romance,10749,2
11070,Comedy,35,2
11071,Drama,18,2
11072,Horror,27,242
11073,Thriller,53,242
11074,Horror,27,358
11075,Comedy,35,358
11076,Thriller,53,358
11077,Documentary,99,24
11078,Comedy,35,6
11079,Drama,18,6
11080,Fantasy,14,6
11081,Romance,10749,6
11082,Science Fiction,878,6
11083,Drama,18,1
11084,Comedy,35,1
11085,Comedy,35,13
11086,Drama,18,13
11087,Science Fiction,878,9
11088,Comedy,35,7
11089,Family,10751,7
11090,Drama,18,7
11091,Thriller,53,13
11092,Action,28,13
11093,Crime,80,13
11094,Drama,18,52
11095,Mystery,9648,52
11096,Horror,27,52
11097,Thriller,53,52
11098,Action,28,6
11099,Horror,27,6
11100,Thriller,53,6
11101,Fantasy,14,1914
11102,Animation,16,1914
11103,Family,10751,1914
11104,Drama,18,10
11105,Foreign,10769,10
11106,Western,37,12
11107,Adventure,12,18
11108,Comedy,35,18
11109,Horror,27,18
11110,Drama,18,6
11111,Horror,27,97
11112,Thriller,53,97
11113,Drama,18,32
11114,Crime,80,32
11115,Thriller,53,32
11116,Thriller,53,0
11117,Horror,27,0
11118,Family,10751,203
11119,Adventure,12,203
11120,Comedy,35,203
11121,Science Fiction,878,203
11122,Crime,80,203
11123,Comedy,35,1648
11124,Crime,80,1648
11125,Western,37,0
11126,Drama,18,207
11127,Comedy,35,51
11128,Drama,18,51
11129,Drama,18,1
11130,Drama,18,6
11131,Horror,27,30
11132,Comedy,35,30
11133,Drama,18,0
11134,Action,28,0
11135,Science Fiction,878,10
11136,Action,28,18
11137,Comedy,35,18
11138,Comedy,35,4
11139,Romance,10749,4
11140,Comedy,35,34
11141,Drama,18,66
11142,Horror,27,66
11143,Romance,10749,66
11144,Drama,18,336
11145,Mystery,9648,336
11146,Horror,27,315
11147,Thriller,53,315
11148,Drama,18,112
11149,Horror,27,62
11150,Science Fiction,878,62
11151,Drama,18,10
11152,Adventure,12,2
11153,Animation,16,2
11154,Comedy,35,2
11155,Family,10751,2
11156,Crime,80,79
11157,Drama,18,79
11158,Thriller,53,79
11159,Drama,18,72
11160,Thriller,53,13
11161,Comedy,35,13
11162,Romance,10749,13
11163,Drama,18,185
11164,Horror,27,2184
11165,Mystery,9648,2184
11166,Crime,80,2184
11167,Comedy,35,362
11168,Crime,80,362
11169,Mystery,9648,362
11170,Comedy,35,17
11171,Drama,18,17
11172,Comedy,35,57
11173,Drama,18,57
11174,Romance,10749,57
11175,Drama,18,88
11176,Romance,10749,88
11177,Comedy,35,149
11178,Mystery,9648,149
11179,Thriller,53,149
11180,Comedy,35,101
11181,Drama,18,24
11182,Crime,80,3697
11183,Thriller,53,3697
11184,Drama,18,8
11185,Family,10751,8
11186,Fantasy,14,8
11187,Western,37,2311
11188,Drama,18,165
11189,Drama,18,25
11190,Comedy,35,25
11191,Comedy,35,0
11192,Music,10402,0
11193,Documentary,99,6
11194,Comedy,35,0
11195,Drama,18,140
11196,Romance,10749,140
11197,Drama,18,0
11198,Comedy,35,0
11199,Crime,80,11
11200,Comedy,35,11
11201,Drama,18,11
11202,Adventure,12,11
11203,Comedy,35,44
11204,Action,28,18
11205,Adventure,12,18
11206,Drama,18,18
11207,War,10752,18
11208,Thriller,53,12
11209,Horror,27,12
11210,Action,28,20
11211,Adventure,12,20
11212,Comedy,35,20
11213,Action,28,13
11214,Adventure,12,13
11215,Horror,27,26
11216,Horror,27,1
11217,Comedy,35,237
11218,Drama,18,151
11219,Thriller,53,151
11220,Crime,80,151
11221,Comedy,35,15
11222,Horror,27,15
11223,Documentary,99,1
11224,Horror,27,8
11225,Drama,18,9
11226,Fantasy,14,77
11227,Science Fiction,878,77
11228,Horror,27,77
11229,Action,28,1055
11230,Thriller,53,1055
11231,Crime,80,1055
11232,Horror,27,6
11233,Science Fiction,878,6
11234,Action,28,6
11235,Horror,27,11
11236,Documentary,99,11
11237,Mystery,9648,11
11238,Drama,18,1422
11239,Romance,10749,1422
11240,Horror,27,90
11241,Thriller,53,90
11242,Drama,18,27
11243,Comedy,35,27
11244,Romance,10749,27
11245,Adventure,12,177
11246,Drama,18,177
11247,Science Fiction,878,177
11248,Drama,18,1791
11249,Drama,18,7
11250,Adventure,12,39
11251,Comedy,35,39
11252,History,36,39
11253,Romance,10749,39
11254,Horror,27,1047
11255,Thriller,53,1047
11256,Crime,80,2535
11257,Drama,18,2535
11258,Drama,18,161
11259,Horror,27,161
11260,Adventure,12,940
11261,Action,28,940
11262,Thriller,53,940
11263,Horror,27,483
11264,Thriller,53,483
11265,Horror,27,449
11266,Drama,18,72
11267,Horror,27,126
11268,Thriller,53,126
11269,Adventure,12,43
11270,Horror,27,43
11271,Action,28,43
11272,Science Fiction,878,43
11273,Drama,18,890
11274,Romance,10749,890
11275,Drama,18,144
11276,Thriller,53,262
11277,Horror,27,262
11278,Comedy,35,53
11279,Drama,18,53
11280,Thriller,53,53
11281,Drama,18,21
11282,Action,28,21
11283,Western,37,21
11284,Music,10402,21
11285,Romance,10749,21
11286,Documentary,99,251
11287,Action,28,33
11288,Drama,18,33
11289,History,36,33
11290,War,10752,33
11291,Documentary,99,44
11292,Music,10402,44
11293,Action,28,349
11294,Adventure,12,349
11295,Horror,27,349
11296,Thriller,53,349
11297,Drama,18,12
11298,Romance,10749,12
11299,Family,10751,12
11300,Drama,18,179
11301,Romance,10749,179
11302,Comedy,35,179
11303,Documentary,99,217
11304,Drama,18,35
11305,Comedy,35,20
11306,Drama,18,20
11307,Romance,10749,20
11308,Drama,18,292
11309,Drama,18,277
11310,Thriller,53,277
11311,Comedy,35,187
11312,Romance,10749,187
11313,Drama,18,99
11314,Documentary,99,85
11315,Music,10402,85
11316,Drama,18,24
11317,Romance,10749,24
11318,Comedy,35,7
11319,Drama,18,7
11320,Romance,10749,7
11321,Documentary,99,59
11322,Comedy,35,25
11323,Drama,18,25
11324,Romance,10749,25
11325,Comedy,35,191
11326,Horror,27,191
11327,Thriller,53,191
11328,Mystery,9648,191
11329,Fantasy,14,191
11330,Drama,18,7
11331,Crime,80,4
11332,Drama,18,4
11333,Mystery,9648,4
11334,Thriller,53,4
11335,Drama,18,7
11336,Foreign,10769,7
11337,Romance,10749,7
11338,Comedy,35,115
11339,Drama,18,30
11340,Romance,10749,30
11341,Comedy,35,10
11342,Drama,18,13
11343,Drama,18,348
11344,Crime,80,27
11345,Drama,18,27
11346,Comedy,35,160
11347,Drama,18,160
11348,Fantasy,14,160
11349,Romance,10749,160
11350,Science Fiction,878,1063
11351,Drama,18,1063
11352,Comedy,35,17
11353,Drama,18,17
11354,Romance,10749,17
11355,Documentary,99,210
11356,Documentary,99,53
11357,Documentary,99,3
11358,Drama,18,3
11359,Drama,18,29
11360,Adventure,12,29
11361,Documentary,99,29
11362,Documentary,99,55
11363,Drama,18,5
11364,Action,28,5
11365,Thriller,53,6
11366,Mystery,9648,197
11367,Horror,27,197
11368,Comedy,35,135
