(76847,)
(76848,)
(58637,)
(4925,)
(8746,)
(6337,)
(36186,)
(36187,)
(29062,)
(29063,)
(29064,)
(49386,)
(921,)
(10026,)
(32718,)
(32719,)
(388,)
(5545,)
(35020,)
(69462,)
(73925,)
(73926,)
(73927,)
(16144,)
(33553,)
(58849,)
(14639,)
(84797,)
(84798,)
(84799,)
(4903,)
(28810,)
(28811,)
(1627,)
(893,)
(13042,)
(3816,)
(413,)
(3462,)
(11506,)
(922,)
(39134,)
(1095,)
(2307,)
(14063,)
(794,)
(795,)
(416,)
(463,)
(464,)
(465,)
(7445,)
(1307,)
(1308,)
(10212,)
(8828,)
(82784,)
(41680,)
(24248,)
(65815,)
(10481,)
(19498,)
(60360,)
(54259,)
(9079,)
(2741,)
(11460,)
(10442,)
(10443,)
(25489,)
(5173,)
(20757,)
(2325,)
(14679,)
(12226,)
(17877,)
(84489,)
(13992,)
(40349,)
(379,)
(22566,)
(22567,)
(12601,)
(12602,)
(881,)
